"Date","Price","Open","High","Low","Vol.","Change %"
"03/22/2023","98.56","98.54","98.59","98.54","8.82K","0.01%"
"03/21/2023","98.55","98.55","98.55","98.53","16.92K","0.00%"
"03/20/2023","98.55","98.54","98.55","98.52","7.19K","0.02%"
"03/17/2023","98.53","98.54","98.54","98.51","7.11K","0.02%"
"03/16/2023","98.51","98.51","98.54","98.47","9.85K","0.03%"
"03/15/2023","98.48","98.48","98.61","98.47","95.32K","-0.02%"
"03/14/2023","98.50","98.49","98.50","98.44","10.49K","0.01%"
"03/13/2023","98.49","98.49","98.51","98.46","10.13K","0.02%"
"03/10/2023","98.47","98.46","98.48","98.46","7.15K","0.00%"
"03/09/2023","98.47","98.46","98.47","98.43","8.73K","0.02%"
"03/08/2023","98.45","98.44","98.45","98.43","2.33K","0.00%"
"03/07/2023","98.45","98.45","98.45","98.43","3.31K","0.04%"
"03/06/2023","98.41","98.41","98.45","98.41","1.48K","0.01%"
"03/03/2023","98.40","98.42","98.44","98.40","12.72K","-0.01%"
"03/02/2023","98.41","98.41","98.41","98.40","15.78K","0.02%"
"03/01/2023","98.39","98.41","98.43","98.39","2.47K","-0.01%"
"02/28/2023","98.40","98.36","98.40","98.34","1.17K","0.01%"
"02/27/2023","98.39","98.39","98.40","98.37","3.88K","0.01%"
"02/24/2023","98.38","98.39","98.39","98.35","3.35K","0.01%"
"02/23/2023","98.37","98.37","98.37","98.35","6.61K","0.00%"
"02/22/2023","98.37","98.35","98.37","98.33","0.23K","0.02%"
"02/21/2023","98.35","98.33","98.36","98.32","5.16K","0.03%"
"02/20/2023","98.32","98.31","98.33","98.30","3.54K","0.00%"
"02/17/2023","98.32","98.32","98.33","98.30","5.09K","0.00%"
"02/16/2023","98.32","98.32","98.32","98.29","3.74K","0.02%"
"02/15/2023","98.30","98.29","98.31","98.29","0.37K","-0.01%"
"02/14/2023","98.31","98.29","98.31","98.28","0.74K","0.04%"
"02/13/2023","98.27","98.28","98.30","98.26","6.93K","0.05%"
"02/10/2023","98.22","98.29","98.29","98.22","4.30K","-0.05%"
"02/09/2023","98.27","98.28","98.28","98.24","1.46K","0.03%"
"02/08/2023","98.24","98.26","98.27","98.24","5.05K","-0.01%"
"02/07/2023","98.25","98.26","98.26","98.25","2.91K","0.01%"
"02/06/2023","98.24","98.25","98.26","98.23","3.55K","0.02%"
"02/03/2023","98.22","98.24","98.25","98.22","2.46K","0.01%"
"02/02/2023","98.21","98.23","98.23","98.19","3.37K","-0.01%"
"02/01/2023","98.22","98.22","98.23","98.22","2.02K","0.02%"
"01/31/2023","98.20","98.22","98.23","98.20","3.11K","-0.01%"
"01/30/2023","98.21","98.22","98.22","98.19","2.05K","0.01%"
"01/27/2023","98.20","98.20","98.21","98.18","0.79K","0.00%"
"01/26/2023","98.20","98.19","98.20","98.17","2.27K","0.01%"
"01/25/2023","98.19","98.20","98.20","98.19","0.62K","0.01%"
"01/24/2023","98.18","98.18","98.19","98.18","1.18K","0.01%"
"01/23/2023","98.17","98.15","98.18","98.15","1.64K","0.02%"
"01/20/2023","98.15","98.17","98.17","98.15","6.88K","-0.01%"
"01/19/2023","98.16","98.16","98.18","98.16","3.25K","0.03%"
"01/18/2023","98.13","98.16","98.18","98.13","3.46K","0.01%"
"01/17/2023","98.12","98.13","98.15","98.12","1.72K","-0.03%"
"01/16/2023","98.15","98.15","98.15","98.12","5.82K","0.02%"
"01/13/2023","98.13","98.13","98.13","98.11","5.23K","0.03%"
"01/12/2023","98.10","98.12","98.14","98.10","5.44K","-0.03%"
"01/11/2023","98.13","98.10","98.14","98.09","5.19K","0.04%"
"01/10/2023","98.09","98.11","98.11","98.09","0.02K","-0.05%"
"01/09/2023","98.14","98.08","98.14","98.08","2.79K","0.04%"
"01/06/2023","98.10","98.08","98.10","98.08","6.03K","0.04%"
"01/05/2023","98.06","98.08","98.08","98.06","1.74K","0.00%"
"01/04/2023","98.06","98.08","98.08","98.06","0.10K","0.01%"
"01/03/2023","98.05","98.07","98.08","98.05","5.11K","-0.02%"
"01/02/2023","98.07","98.11","98.11","98.04","0.89K","0.03%"
"12/30/2022","98.04","98.06","98.06","98.04","0.34K","0.00%"
"12/29/2022","98.04","98.09","98.09","98.04","2.35K","-0.02%"
"12/28/2022","98.06","98.04","98.06","98.04","0.29K","-0.02%"
"12/27/2022","98.08","98.05","98.08","98.05","0.96K","0.08%"
"12/23/2022","98.00","98.02","98.05","98.00","1.80K","0.00%"
"12/22/2022","98.00","98.00","98.05","98.00","3.43K","-0.04%"
"12/21/2022","98.04","98.01","98.04","98.00","8.29K","0.02%"
"12/20/2022","98.02","98.00","98.02","98.00","1.32K","0.01%"
"12/19/2022","98.01","97.99","98.01","97.98","3.53K","0.00%"
"12/16/2022","98.01","97.96","98.01","97.96","4.69K","0.03%"
"12/15/2022","97.98","98.00","98.01","97.98","2.58K","-0.02%"
"12/14/2022","98.00","97.97","98.00","97.96","6.17K","0.01%"
"12/13/2022","97.99","97.98","97.99","97.98","2.84K","0.02%"
"12/12/2022","97.97","97.97","97.98","97.97","0.73K","0.01%"
"12/09/2022","97.96","97.98","97.98","97.96","1.36K","-0.01%"
"12/08/2022","97.97","97.96","97.97","97.96","2.00K","0.02%"
"12/07/2022","97.95","97.94","97.95","97.93","0.06K","-0.01%"
"12/06/2022","97.96","97.95","97.97","97.95","0.47K","0.04%"
"12/05/2022","97.92","97.94","97.96","97.92","0.20K","0.03%"
"12/02/2022","97.89","97.93","97.93","97.89","0.10K","-0.02%"
"12/01/2022","97.91","97.92","97.92","97.90","3.31K","0.03%"
"11/30/2022","97.88","97.93","97.94","97.88","1.69K","-1.37%"
"11/29/2022","99.24","97.93","99.24","97.93","10.41K","1.35%"
"11/28/2022","97.92","97.91","97.93","97.91","4.99K","0.03%"
"11/25/2022","97.89","97.90","97.92","97.89","4.45K","0.00%"
"11/24/2022","97.89","97.90","97.90","97.87","0.28K","-0.01%"
"11/23/2022","97.90","97.89","97.93","97.85","3.06K","0.02%"
"11/22/2022","97.88","97.88","97.90","97.88","2.47K","0.00%"
"11/21/2022","97.88","97.88","97.88","97.88","0.18K","0.01%"
